Store Code,Mall/HS,Business Name,Zone,Zone New,City,State,Comment Date,Comment Date_NEW,Month_No.,Month,Quarter,Quarter,FY,Customer Response,Customer Rating,Sentiment,Response_Type
CMV,High-Street,Walkway Shoes,West Zone,West,Mumbai,Maharashtra,19-05-2024 16:19,19-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Exellent and quick !! Just took 10 minutes for me to choose my pair !! Loved it,5,POSITIVE,In-Store Experience
APV,Mall,Walkway Shoes,West Zone,West,Aurangabad,Maharashtra,19-05-2024 16:57,19-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,A person named Sultan gave me bad service. He doesn't care about customers. I bought shoes for my father. Being a regular customer ignored him. But such people are not good for the company.,1,NEGATIVE,In-Store Experience
LKM,High-Street,Mochi Shoes,West Zone,West,Mumbai,Maharashtra,19-05-2024 17:00,19-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Great staff,5,POSITIVE,In-Store Experience
LLM,High-Street,Mochi Shoes,North Zone,North,Ludhiana,Punjab,19-05-2024 17:07,19-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Excellent service,5,POSITIVE,In-Store Experience
PRM,High-Street,Mochi Shoes,East Zone,East,Patna,Bihar,19-05-2024 17:33,19-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,nice,5,POSITIVE,In-Store Experience
BFS,Mall,Metro Shoes,South Zone,South,Bangaluru,Karnataka,19-05-2024 17:43,19-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Their staff lies about giving fresh piece. Mansoor khan pretended to get the fresh piece of a flat which was somewhat loose and later admitted that was the only piece. Pathetic behaviour. Better to avoid the store where you can't trust staff for such basic thing.,1,NEGATIVE,In-Store Experience
APV,Mall,Walkway Shoes,West Zone,West,Aurangabad,Maharashtra,19-05-2024 17:52,19-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,"Very friendly Staff, Supportive",5,POSITIVE,In-Store Experience
THM,High-Street,Mochi Shoes,South Zone,South,Trichy,Tamil Nadu,19-05-2024 17:52,19-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Service good,5,POSITIVE,In-Store Experience
THM,High-Street,Mochi Shoes,South Zone,South,Trichy,Tamil Nadu,19-05-2024 17:52,19-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Your  service is amazing,5,POSITIVE,Customer Service
PIM,High-Street,Mochi Shoes,North Zone,North,Panipat,Haryana,19-05-2024 17:54,19-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Excellent,5,POSITIVE,In-Store Experience
BOM,Mall,Mochi Shoes,South Zone,South,Bangaluru,Karnataka,19-05-2024 18:08,19-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Nice,5,POSITIVE,In-Store Experience
LIM,Mall,Mochi Shoes,West Zone,West,Mumbai,Maharashtra,19-05-2024 18:08,19-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Had an amazing experience shopping at Mochi. Our sales person Arbaz Shaikh was very helpful.,5,POSITIVE,In-Store Experience
MCV,Mall,Walkway Shoes,South Zone,South,Mangalore,Karnataka,19-05-2024 18:28,19-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,👍,5,POSITIVE,In-Store Experience
BAV,Mall,Walkway Shoes,West Zone,West,Burhanpur,Madhya Pradesh,19-05-2024 18:51,19-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Very good 👍,5,POSITIVE,In-Store Experience
PRM,High-Street,Mochi Shoes,East Zone,East,Patna,Bihar,19-05-2024 18:57,19-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Very good service,5,POSITIVE,In-Store Experience
COM,Mall,Mochi Shoes,North Zone,North,Chandigarh,Chandigarh,19-05-2024 19:00,19-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Awesome shopping experience 😄,5,POSITIVE,In-Store Experience
HKV,High-Street,Walkway Shoes,South Zone,South,Hyderabad,Telangana,19-05-2024 19:04,19-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,"I get new designs everytime I visit the shop, good quality products",5,POSITIVE,Product Quality
MGV,Mall,Walkway Shoes,South Zone,South,Mangalore,Karnataka,19-05-2024 19:06,19-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Very good staff and affordable price range. Highly recommended.,5,POSITIVE,In-Store Experience
GTM,Mall,Mochi Shoes,West Zone,West,Mumbai,Maharashtra,19-05-2024 19:14,19-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Amazing service by Mr Danish at R City store. Keep it up,5,POSITIVE,In-Store Experience
JHM,High-Street,Mochi Shoes,East Zone,East,Jamshedpur,Jharkhand,19-05-2024 19:52,19-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Nice behaviour,5,POSITIVE,In-Store Experience
BGV,High-Street,Walkway Shoes,South Zone,South,Bangaluru,Karnataka,19-05-2024 19:54,19-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Good place for shoes.,5,POSITIVE,In-Store Experience
RJM,High-Street,Mochi Shoes,West Zone,West,Rajkot,Gujarat,19-05-2024 20:01,19-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Very nice collection..,5,POSITIVE,Product Assortment
MLP,Mall,Metro Shoes,South Zone,South,MALAPPURAM ,Kerala,19-05-2024 20:06,19-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Good service and very good staff,5,POSITIVE,In-Store Experience
ANV,High-Street,Walkway Shoes,West Zone,West,Aurangabad,Maharashtra,19-05-2024 20:14,19-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Good shop. Nice people and service is also friendly.,4,POSITIVE,In-Store Experience
MFV,Mall,Walkway Shoes,South Zone,South,Chennai,Tamil Nadu,19-05-2024 20:19,19-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Good service,5,POSITIVE,In-Store Experience
FGM,Mall,Mochi Shoes,South Zone,South,Bangaluru,Karnataka,19-05-2024 20:20,19-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Best experience as always. Never disappoints,5,POSITIVE,In-Store Experience
TMQ,High-Street,Crocs,South Zone,South,Thrissur,Kerala,19-05-2024 20:21,19-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Very bad customer service..no selection at all,1,NEGATIVE,In-Store Experience
PJQ,High-Street,Crocs,West Zone,West,Pune,Maharashtra,19-05-2024 20:22,19-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,The staff were very helpful. I bought jibbitz from the store and they very very helpful in cleaning and applying the same,5,POSITIVE,In-Store Experience
PBM,High-Street,Mochi Shoes,East Zone,East,Patna,Bihar,19-05-2024 20:28,19-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Good,5,POSITIVE,In-Store Experience
GUV,High-Street,Walkway Shoes,South Zone,South,Gulbarga,Karnataka,19-05-2024 20:48,19-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Pathetic service the employees force you to buy products that don't fit you even though you ask for store credit for not having stock they insist you to buy and later don't exchange. Never gonna visit this place. Everyone is rude at this place,1,NEGATIVE,In-Store Experience
BCV,Mall,Walkway Shoes,West Zone,West,Vadodara,Gujarat,19-05-2024 20:54,19-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Good service👍,5,POSITIVE,In-Store Experience
PBM,High-Street,Mochi Shoes,East Zone,East,Patna,Bihar,19-05-2024 21:01,19-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Good,5,POSITIVE,In-Store Experience
RCV,Mall,Walkway Shoes,West Zone,West,Rajkot,Gujarat,19-05-2024 21:03,19-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Good .,5,POSITIVE,In-Store Experience
RCV,Mall,Walkway Shoes,West Zone,West,Rajkot,Gujarat,19-05-2024 21:03,19-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Good .,5,POSITIVE,Positive Comment
HDV,High-Street,Walkway Shoes,South Zone,South,Dharwad,Karnataka,19-05-2024 21:25,19-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Good collections,5,POSITIVE,Product Assortment
RCV,Mall,Walkway Shoes,West Zone,West,Rajkot,Gujarat,19-05-2024 21:42,19-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Good service and options available,5,POSITIVE,In-Store Experience
PMM,Mall,Mochi Shoes,West Zone,West,Pune,Maharashtra,19-05-2024 21:51,19-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Good,5,POSITIVE,In-Store Experience
APV,Mall,Walkway Shoes,West Zone,West,Aurangabad,Maharashtra,19-05-2024 21:56,19-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Very good service ..really nice experience,5,POSITIVE,In-Store Experience
HKV,High-Street,Walkway Shoes,South Zone,South,Hyderabad,Telangana,19-05-2024 22:02,19-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,"Pricing is fair definitely value for money
Moreover, the staff is too cooperative thanks to Aijaz good service, keep it up guys😊",5,POSITIVE,In-Store Experience
HYD,High-Street,Metro Shoes,South Zone,South,Hyderabad,Telangana,19-05-2024 22:11,19-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,"When I contact your store today(sunday), someone answers, and I ask her if the store is open or closed today.She informed me that the shop is open today. I visited your store, but it is closed.I saw the timings in map but the suggested hours  display Sunday is open.",1,NEGATIVE,In-Store Experience
HKV,High-Street,Walkway Shoes,South Zone,South,Hyderabad,Telangana,19-05-2024 22:34,19-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Best staff,4,POSITIVE,In-Store Experience
MRM,Mall,Mochi Shoes,South Zone,South,Mangalore,Karnataka,19-05-2024 23:33,19-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,"Terrible experience. These people cheat customers. They told me very big things about their J Fontini shoes claiming it to be a big international brand . Claimed it to be exceptional in quality. Turns out that this isn’t at all true. It’s their own brand. The biggest lie was that they would provide lifetime service for these J Fontini shoes in case of any problems. My soles have literally just fallen off after hardly 5 uses and I went back to get them fixed ( not for free). They come up with “you used them too much “. I said “no I have used them only 5-6 times over the last couple of years . So they say “yes you should’ve used them regularly that’s why they’ve got spoiled”. They literally just contradicted themselves trying to weasel out of taking responsibility for their poor quality product. I had to tell them off for their terrible attitude towards me trying to blame me for their nonsensical product. When I told them to just repair them they just say it’s not possible and that they never promised any kind of service. I specifically told them that even if there are any charges for replacement of the soles, I would pay but their response was absolutely pathetic. After refusing accountability for their promises for half an hour, they finally just said they would send it to their “company” and if it’s possible they would fix it. But as expected, they just gave it back just as it is . And after all this they come up with “we recommend this brand only for people who want quality “. Imagine the audacity. Please for heaven sake, just buy your shoes from anywhere but this place. Maybe other outlets are better I don’t know. But this store in city centre mall is ABSOLUTELY PATHETIC. They are a bunch of cheats .",1,NEGATIVE,Product Quality
B3M,Mall,Mochi Shoes,East Zone,East,Bhubaneshwar,Odisha,20-05-2024 11:27,20-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Nice experience...very comfortable,5,POSITIVE,In-Store Experience
TRC,High-Street,Metro Shoes,South Zone,South,Trichy,Tamil Nadu,20-05-2024 12:16,20-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,High cost,5,POSITIVE,Product Pricing
COM,Mall,Mochi Shoes,North Zone,North,Chandigarh,Chandigarh,20-05-2024 14:06,20-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Good salles person cooprative,5,POSITIVE,In-Store Experience
DDM,High-Street,Mochi Shoes,North Zone,North,Dehradun,Uttarakhand,20-05-2024 14:11,20-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,V good,5,POSITIVE,In-Store Experience
HNM,High-Street,Mochi Shoes,South Zone,South,Hyderabad,Telangana,20-05-2024 14:19,20-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,"Excellent service. Specialy the sales person Ameen, he was so  customer centric and helped me to pick my pumps.",5,POSITIVE,In-Store Experience
NTP,Mall,Metro Shoes,West Zone,West,Nagpur,Maharashtra,20-05-2024 14:21,20-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,the staff is not that good they were making fun of me and many things they told me,3,NEUTRAL,In-Store Experience
ASN,High-Street,Metro Shoes,East Zone,East,Asansol,West Bengal,20-05-2024 15:23,20-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,"Adding two stars, not giving 0, for the collection. Collection is good.
The shoes have high price but the potli and handbags are extremely beautiful, price is good .
Most of the shoes are uncomfortable.
The most irritating part of the store was staff behaviour. Got treated like an ignored customer. Went to the store, exhausted , after exams. Don't know if the felt we were unsmart or illiterate or what. Rich looking people came and their attention totally shifted. One potli bag, we liked, had a bit defective base and they constantly told us potlis are like that only, as if we don't know how a potli works. They constantly tried to tell that the bag is all okay.",2,NEGATIVE,In-Store Experience
SBQ,Mall,Crocs,South Zone,South,Shivamogga,Karnataka,20-05-2024 16:17,20-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Best buy and value for money. If you value your feet then wear crocs. It is an onlookers envy.... but owner's pride.,5,POSITIVE,In-Store Experience
GWM,Mall,Mochi Shoes,West Zone,West,Gwalior,Madhya Pradesh,20-05-2024 17:20,20-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Best,5,POSITIVE,In-Store Experience
NIM,Mall,Mochi Shoes,North Zone,North,Noida,Uttar Pradesh,20-05-2024 17:27,20-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,"My expirience on GiP mall Noida store was awesome.
The gentleman who attended us and made us purchase beautiful pair of sandles was very good inspite of his older age than the rest of the Attendents , he holds the nerve of the customs very well✅",5,POSITIVE,In-Store Experience
MCP,High-Street,Metro Shoes,South Zone,South,Chennai,Tamil Nadu,20-05-2024 17:34,20-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Good Products,3,NEUTRAL,Product Quality
HSM,High-Street,Mochi Shoes,South Zone,South,Hyderabad,Telangana,20-05-2024 17:49,20-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Good Products,3,NEUTRAL,Product Quality
THM,High-Street,Mochi Shoes,South Zone,South,Trichy,Tamil Nadu,20-05-2024 17:55,20-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Excellent 👌👌,5,POSITIVE,In-Store Experience
DDM,High-Street,Mochi Shoes,North Zone,North,Dehradun,Uttarakhand,20-05-2024 18:25,20-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Good,5,POSITIVE,In-Store Experience
RCM,Mall,Mochi Shoes,East Zone,East,Raipur,Chhattisgarh,20-05-2024 18:30,20-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Varieties and with 100% quality.,5,POSITIVE,Product Quality
PIM,High-Street,Mochi Shoes,North Zone,North,Panipat,Haryana,20-05-2024 18:35,20-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,excellent,5,POSITIVE,In-Store Experience
MCV,Mall,Walkway Shoes,South Zone,South,Mangalore,Karnataka,20-05-2024 18:42,20-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Good collection of foot wear for all seasons in affordable price.,5,POSITIVE,Product Assortment
RIP,Mall,Metro Shoes,East Zone,East,Raipur,Chhattisgarh,20-05-2024 19:12,20-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Metro staff is literally abusive. They are so sticky.,1,NEGATIVE,In-Store Experience
RIP,Mall,Metro Shoes,East Zone,East,Raipur,Chhattisgarh,20-05-2024 19:17,20-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Staff is literally abusive. Staffs are so sticky and very manerless,1,NEGATIVE,In-Store Experience
JBM,High-Street,Mochi Shoes,West Zone,West,Jabalpur,Madhya Pradesh,20-05-2024 19:24,20-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Good Services and Nice Ambiance....Nice Staff,5,POSITIVE,In-Store Experience
SMM,High-Street,Mochi Shoes,West Zone,West,Sangli,Maharashtra,20-05-2024 19:25,20-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,So nice,4,POSITIVE,In-Store Experience
ISM,High-Street,Mochi Shoes,West Zone,West,Indore,Madhya Pradesh,20-05-2024 19:54,20-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Great experience,5,POSITIVE,In-Store Experience
B3M,Mall,Mochi Shoes,East Zone,East,Bhubaneshwar,Odisha,20-05-2024 20:30,20-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,"I'll highlight the cordial behaviour, pleasant personality, knowledge of customer taste, product explanation and smiling approach of sales executive Ms Smitarani Sahoo. No doubt about the collections of the store.
Loved my purchase at the Esplanade outlet.",5,POSITIVE,Product Assortment
B3M,Mall,Mochi Shoes,East Zone,East,Bhubaneshwar,Odisha,20-05-2024 20:39,20-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Exlent,5,POSITIVE,In-Store Experience
HNM,High-Street,Mochi Shoes,South Zone,South,Hyderabad,Telangana,20-05-2024 20:50,20-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Mitting my expections,5,POSITIVE,In-Store Experience
JMM,High-Street,Mochi Shoes,West Zone,West,Jamnagar,Gujarat,20-05-2024 21:41,20-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Good salesman ship,5,POSITIVE,In-Store Experience
JMM,High-Street,Mochi Shoes,West Zone,West,Jamnagar,Gujarat,20-05-2024 21:41,20-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Good salesman ship,5,POSITIVE,Customer Service
DCP,High-Street,Metro Shoes,North Zone,North,New Delhi,Delhi,21-05-2024 10:52,21-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Biggest collection of shoes n accessories for Metro brand lovers,5,POSITIVE,Product Assortment
CLB,High-Street,Metro Shoes,West Zone,West,Mumbai,Maharashtra,21-05-2024 11:49,21-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Decent collection,4,POSITIVE,Product Assortment
RCV,Mall,Walkway Shoes,West Zone,West,Rajkot,Gujarat,21-05-2024 11:58,21-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Good,5,POSITIVE,In-Store Experience
HDV,High-Street,Walkway Shoes,South Zone,South,Dharwad,Karnataka,21-05-2024 13:00,21-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Good quality,5,POSITIVE,Product Quality
PJM,Mall,Mochi Shoes,West Zone,West,Pune,Maharashtra,21-05-2024 13:38,21-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,We are very happy for the convincing power of Mr. Radheshyam. We purchased shoes.,5,POSITIVE,In-Store Experience
HKV,High-Street,Walkway Shoes,South Zone,South,Hyderabad,Telangana,21-05-2024 14:32,21-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Quality is good and hope make more changes in design's....,4,POSITIVE,Product Quality
RNM,Mall,Mochi Shoes,East Zone,East,Ranchi,Jharkhand,21-05-2024 15:17,21-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Good,5,POSITIVE,In-Store Experience
ICM,Mall,Mochi Shoes,West Zone,West,Indore,Madhya Pradesh,21-05-2024 15:26,21-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,"One of the worst staff I have ever seen at this store, went for a formal shoes, was looking it and the person in blue tie with beards said not to touch the shoes and behaved rudely... How could Mochi hire such arrogant sales staff... Guys Avoid this store... Visit date and time (21 May 24, Time 03:18 PM )",1,NEGATIVE,In-Store Experience
CFM,Mall,Mochi Shoes,South Zone,South,Coimbatore,Tamil Nadu,21-05-2024 16:10,21-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,More focused on ratings than service. Without consumer knowledge they are updating the rating. Which is too bad. Even the store manager is supporting the staff,1,NEGATIVE,In-Store Experience
HNM,High-Street,Mochi Shoes,South Zone,South,Hyderabad,Telangana,21-05-2024 16:17,21-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Good experience at mochi,5,POSITIVE,In-Store Experience
CGV,Mall,Walkway Shoes,South Zone,South,Calicut,Kerala,21-05-2024 16:22,21-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Got perfect chappal for reasonable price and the service was also nice.,5,POSITIVE,In-Store Experience
M1M,High-Street,Mochi Shoes,South Zone,South,Chennai,Tamil Nadu,21-05-2024 16:25,21-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,BIRKENSTOCK AVAILABLE OUR STORE,5,POSITIVE,Product Assortment
PGQ,High-Street,Crocs,West Zone,West,Pune,Maharashtra,21-05-2024 16:29,21-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,"I purchased on 20 mar 24, I made payment through upi, but I didn’t give the receipt, how i get replacement",1,NEGATIVE,In-Store Experience
PGQ,High-Street,Crocs,West Zone,West,Pune,Maharashtra,21-05-2024 16:29,21-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,"I purchased on 20 mar 24, I made payment through upi, but I didn’t give the receipt, how i get replacement",1,NEGATIVE,In-Store Experience
MKM,Mall,Mochi Shoes,South Zone,South,Chennai,Tamil Nadu,21-05-2024 16:43,21-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Very nice service... and excellent nature of staff and owner...,5,POSITIVE,In-Store Experience
HHV,High-Street,Walkway Shoes,South Zone,South,Hyderabad,Telangana,21-05-2024 17:14,21-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,My experience at walkway is like visiting my own people.The reception is very good and the welcome is always warm.,4,POSITIVE,In-Store Experience
IDV,High-Street,Walkway Shoes,West Zone,West,Indore,Madhya Pradesh,21-05-2024 17:31,21-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Not good,1,NEGATIVE,In-Store Experience
MUS,High-Street,Metro Shoes,South Zone,South,Madurai,Tamil Nadu,21-05-2024 17:31,21-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Their service was good.,5,POSITIVE,In-Store Experience
JPM,Mall,Mochi Shoes,West Zone,West,Jaipur,Rajasthan,21-05-2024 17:38,21-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,nice,5,POSITIVE,In-Store Experience
CFM,Mall,Mochi Shoes,South Zone,South,Coimbatore,Tamil Nadu,21-05-2024 17:42,21-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Good,5,POSITIVE,In-Store Experience
CFM,Mall,Mochi Shoes,South Zone,South,Coimbatore,Tamil Nadu,21-05-2024 17:44,21-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Good,5,POSITIVE,In-Store Experience
BCM,High-Street,Mochi Shoes,East Zone,East,Bilaspur,Chhattisgarh,21-05-2024 17:50,21-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Nice collection,5,POSITIVE,Product Assortment
TLM,Mall,Mochi Shoes,South Zone,South,Thiruvananthapuram,Kerala,21-05-2024 18:24,21-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Mochi is a great brand and the store in Lulu Mall has good choice. The customer service provided by Deepak was very good.,5,POSITIVE,In-Store Experience
JBM,High-Street,Mochi Shoes,West Zone,West,Jabalpur,Madhya Pradesh,21-05-2024 19:00,21-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Good experience. Must visit,5,POSITIVE,In-Store Experience
HCV,High-Street,Walkway Shoes,South Zone,South,Hyderabad,Telangana,21-05-2024 19:48,21-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Quality is good,5,POSITIVE,Product Quality
PRM,High-Street,Mochi Shoes,East Zone,East,Patna,Bihar,21-05-2024 19:57,21-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Good store in boring road Patna. Decent choices,4,POSITIVE,Product Assortment
CMV,High-Street,Walkway Shoes,West Zone,West,Mumbai,Maharashtra,21-05-2024 20:20,21-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,"Very good choice and very reasonable, good staff, very well explained.",5,POSITIVE,In-Store Experience
GNM,High-Street,Mochi Shoes,South Zone,South,Guntur,Andhra Pradesh,21-05-2024 20:40,21-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,very nice,5,POSITIVE,In-Store Experience
DDM,High-Street,Mochi Shoes,North Zone,North,Dehradun,Uttarakhand,21-05-2024 21:13,21-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Very Good,5,POSITIVE,In-Store Experience
SHM,High-Street,Mochi Shoes,North Zone,North,Sonipat,Haryana,21-05-2024 21:19,21-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Nice,5,POSITIVE,In-Store Experience
JMM,High-Street,Mochi Shoes,West Zone,West,Jamnagar,Gujarat,21-05-2024 21:31,21-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Awesome,5,POSITIVE,In-Store Experience
AEM,Mall,Mochi Shoes,West Zone,West,Ajmer,Rajasthan,21-05-2024 21:55,21-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Good service,5,POSITIVE,In-Store Experience
CTR,High-Street,Metro Shoes,South Zone,South,Coimbatore,Tamil Nadu,21-05-2024 22:22,21-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Prices are a little bit higher,4,POSITIVE,Product Pricing
BLM,High-Street,Mochi Shoes,South Zone,South,Belgaum,Karnataka,21-05-2024 22:27,21-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,"The shop ambience and display is good... Salesman who attended me, named Allauddin was good in selling and explaining the product well. He helped me in choosing and making my purchase of a new pair of crocs!! It was a overall satisfying experience.",4,POSITIVE,In-Store Experience
BUQ,Mall,Crocs,South Zone,South,Bangaluru,Karnataka,21-05-2024 23:44,21-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,"I visited with my family. Had a very bad experience as we were not allowed to try on the footwear. I don’t understand how people can purchase stuff without trying them on, especially footwear. Does it seem like they give any customer training what so ever.",1,NEGATIVE,In-Store Experience
HNM,High-Street,Mochi Shoes,South Zone,South,Hyderabad,Telangana,22-05-2024 01:59,22-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Awesome collection of all categories. Nice and friendly staff at the outlet. I recommend Mochi to everyone looking for good footwear with both style as well as comfort. They also have a nice collection of accessories.,5,POSITIVE,In-Store Experience
RMM,Mall,Mochi Shoes,East Zone,East,Raipur,Chhattisgarh,22-05-2024 02:09,22-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,"Excellent collection, n genuine pricing",5,POSITIVE,Product Assortment
PDM,High-Street,Mochi Shoes,South Zone,South,Pondicherry,Pondicherry,22-05-2024 06:59,22-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,"Mochi has a great collection. Good quality shoes.
Coustomer friendly and patient staff. Altogether a good experience.",5,POSITIVE,Product Quality
CLB,High-Street,Metro Shoes,West Zone,West,Mumbai,Maharashtra,22-05-2024 08:30,22-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Excellent experience from metro colaba,5,POSITIVE,In-Store Experience
COM,Mall,Mochi Shoes,North Zone,North,Chandigarh,Chandigarh,22-05-2024 10:53,22-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Nyc....,5,POSITIVE,In-Store Experience
COM,Mall,Mochi Shoes,North Zone,North,Chandigarh,Chandigarh,22-05-2024 10:53,22-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Nyc,5,POSITIVE,Positive Comment
BNM,High-Street,Mochi Shoes,North Zone,North,Bhucho Mandi,Punjab,22-05-2024 12:09,22-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Awesome service by Harpal Singh.,5,POSITIVE,In-Store Experience
