Store Code,Mall/HS,Business Name,Zone,Zone New,City,State,Comment Date,Comment Date_NEW,Month_No.,Month,Quarter,Quarter,FY,Customer Response,Customer Rating,Sentiment,Response_Type
DRP,Mall,Metro Shoes,North Zone,North,New Delhi,Delhi,12-04-2024 14:43,12-04-2024,4,A. APR,Q1(AMJ),Q1,FY24-25,nice products,3,NEUTRAL,Product Quality
DRP,Mall,Metro Shoes,North Zone,North,New Delhi,Delhi,12-04-2024 14:44,12-04-2024,4,A. APR,Q1(AMJ),Q1,FY24-25,okay products,3,NEUTRAL,Product Quality
HYD,High-Street,Metro Shoes,South Zone,South,Hyderabad,Telangana,12-04-2024 15:35,12-04-2024,4,A. APR,Q1(AMJ),Q1,FY24-25,Shoe quality not good,1,NEGATIVE,Product Quality
AAS,Mall,Metro Shoes,West Zone,West,Ahmedabad,Gujarat,12-04-2024 15:35,12-04-2024,4,A. APR,Q1(AMJ),Q1,FY24-25,Quality of product is poor.,1,NEGATIVE,Product Quality
HYD,High-Street,Metro Shoes,South Zone,South,Hyderabad,Telangana,12-04-2024 15:37,12-04-2024,4,A. APR,Q1(AMJ),Q1,FY24-25,No one picks up the call on this store.,2,NEGATIVE,In-Store Experience
PTM,High-Street,Mochi Shoes,North Zone,North,Patiala,Punjab,12-04-2024 17:37,12-04-2024,4,A. APR,Q1(AMJ),Q1,FY24-25,"Great collection and amazing service,thanks Mr Swarn Singh for your precious help in deciding the right shoes for collection",5,POSITIVE,Product Assortment
DDR,High-Street,Metro Shoes,West Zone,West,Mumbai,Maharashtra,12-04-2024 18:06,12-04-2024,4,A. APR,Q1(AMJ),Q1,FY24-25,Good quality of shoes are available at this store and staff behaviour is also good.,4,POSITIVE,Product Quality
CWT,High-Street,Metro Shoes,West Zone,West,Mumbai,Maharashtra,12-04-2024 18:08,12-04-2024,4,A. APR,Q1(AMJ),Q1,FY24-25,Nice collection and wide range of shoes..,5,POSITIVE,Product Assortment
DDR,High-Street,Metro Shoes,West Zone,West,Mumbai,Maharashtra,12-04-2024 18:09,12-04-2024,4,A. APR,Q1(AMJ),Q1,FY24-25,Nice shoe quality,4,POSITIVE,Product Quality
CWT,High-Street,Metro Shoes,West Zone,West,Mumbai,Maharashtra,12-04-2024 18:09,12-04-2024,4,A. APR,Q1(AMJ),Q1,FY24-25,Like the shoe collection,4,POSITIVE,Product Assortment
AVT,Mall,Metro Shoes,West Zone,West,Amravati,Maharashtra,12-04-2024 20:43,12-04-2024,4,A. APR,Q1(AMJ),Q1,FY24-25,Children fully enjoyed with game,5,POSITIVE,In-Store Experience
MGS,Mall,Metro Shoes,South Zone,South,Mangalore,Karnataka,13-04-2024 11:36,13-04-2024,4,A. APR,Q1(AMJ),Q1,FY24-25,"Worst customer service. We bought something and wanted to return it in less than an hour, they refused. They pressure you to buy quickly. When asking for prices for things, was dismissed. Such rude behaviour. Store collection is also not great. Would not recommend anyone to buy",1,NEGATIVE,Product Assortment
MK9,Mall,Fitflop,South Zone,South,VELACHERY,Tamil Nadu,13-04-2024 18:17,13-04-2024,4,A. APR,Q1(AMJ),Q1,FY24-25,Rude and incompetent sales executive,1,NEGATIVE,Customer Service
PAM,Mall,Mochi Shoes,West Zone,West,Pune,Maharashtra,13-04-2024 18:23,13-04-2024,4,A. APR,Q1(AMJ),Q1,FY24-25,"3rd class service 🤬🤬🤬🤬
Rihan shaikh👎👎👎👎
Very very bad bad manors nd rudely talking to customer
Company please take action on him
Chip class mochi service in hadapsar pune
Amanora mall
👎🤬🤬🤬",1,NEGATIVE,In-Store Experience
UTQ,Mall,Crocs,South Zone,South,Udupi,Karnataka,13-04-2024 19:20,13-04-2024,4,A. APR,Q1(AMJ),Q1,FY24-25,Good experience,5,POSITIVE,In-Store Experience
BGM,High-Street,Mochi Shoes,South Zone,South,Bangaluru,Karnataka,13-04-2024 21:44,13-04-2024,4,A. APR,Q1(AMJ),Q1,FY24-25,Staff is rude even at 21:43 he denied entry…  wry unprofessional staff,1,NEGATIVE,In-Store Experience
BZQ,Mall,Crocs,South Zone,South,Bangaluru,Karnataka,14-04-2024 00:20,14-04-2024,4,A. APR,Q1(AMJ),Q1,FY24-25,"2 months back I took one crocs worth of 5 thousand it is not good and now unable to wear, it is causing so much discomfort, I need replacement, it's very bad quality, I'm feeling so bad and decided not to take any crocs items.

I request u people don't break trust of people, 5 thousand is not a small amount.i felt that road side 200 rupees slippers are better.
If possible pls give me replacement.",1,NEGATIVE,Product Quality
VWQ,High-Street,Crocs,South Zone,South,Vijayawada,Andhra Pradesh,14-04-2024 09:26,14-04-2024,4,A. APR,Q1(AMJ),Q1,FY24-25,Good,5,POSITIVE,In-Store Experience
GGN,High-Street,Metro Shoes,West Zone,West,Ganganagar,Rajasthan,14-04-2024 10:47,14-04-2024,4,A. APR,Q1(AMJ),Q1,FY24-25,I often but things here and everything is fine i mean the price and all,3,NEUTRAL,Product Pricing
NMM,Mall,Mochi Shoes,North Zone,North,Noida,Uttar Pradesh,14-04-2024 10:56,14-04-2024,4,A. APR,Q1(AMJ),Q1,FY24-25,"Worst experience , no service support purchased crocs for 6500 but 5 month gone , neither Mochi nor crocs taking initiative,",1,NEGATIVE,In-Store Experience
DDQ,Mall,Crocs,North Zone,North,Dehradun,Uttarakhand,14-04-2024 11:23,14-04-2024,4,A. APR,Q1(AMJ),Q1,FY24-25,"Visited crocs in pacific mall, Dehradun, they have good and new collection but looks to be overpriced compared to other croc store..",1,NEGATIVE,Product Assortment
MVR,Mall,Metro Shoes,South Zone,South,Chennai,Tamil Nadu,14-04-2024 19:02,14-04-2024,4,A. APR,Q1(AMJ),Q1,FY24-25,I bought an office shoes for Rs.2999 just 4 weeks back ..but used only 3 times.On the 3rd day the sole below the heel was lost somewhere and causing limping as well as so much pain while walking.The shoe was of Rs.2999.I tried to call the store as well.But no response.,1,NEGATIVE,Product Quality
NDQ,Mall,Crocs,North Zone,North,Noida,Uttar Pradesh,14-04-2024 20:00,14-04-2024,4,A. APR,Q1(AMJ),Q1,FY24-25,Nice collection of comfortable footwear. This is located on the -1 floor of DLF Mall of India in front of Homecentre.,5,POSITIVE,Product Assortment
SKR,High-Street,Metro Shoes,West Zone,West,Sikar,Rajasthan,14-04-2024 20:40,14-04-2024,4,A. APR,Q1(AMJ),Q1,FY24-25,Good service,5,POSITIVE,In-Store Experience
HCQ,Mall,Crocs,South Zone,South,Hyderabad,Telangana,14-04-2024 20:54,14-04-2024,4,A. APR,Q1(AMJ),Q1,FY24-25,Fazil wonderful salesmen with customer friendly approach.,5,POSITIVE,In-Store Experience
GKV,High-Street,Walkway Shoes,North Zone,North,Gorakhpur,Uttar Pradesh,15-04-2024 18:15,15-04-2024,4,A. APR,Q1(AMJ),Q1,FY24-25,Poor response. I purchased  a shoes above Rs 3000.  Gave for repair at centre. They promise me to return  repaired shoes in five days. It's week passed. Now centre is not receiving  call. Called 20 times. Poor response as well as Poor quality. Poor customer.support.,1,NEGATIVE,Product Quality
NGV,High-Street,Walkway Shoes,West Zone,West,Nadiad,Gujarat,16-04-2024 10:45,16-04-2024,4,A. APR,Q1(AMJ),Q1,FY24-25,"The people and also the owner working there are so incredible polite.Nice Collection available here for boys, girls and kids...many choices available.... 👌👌👟👞🥿🩴👡🥾👠",5,POSITIVE,Product Assortment
ASN,High-Street,Metro Shoes,East Zone,East,Asansol,West Bengal,16-04-2024 12:32,16-04-2024,4,A. APR,Q1(AMJ),Q1,FY24-25,Happy with my purchase.,5,POSITIVE,In-Store Experience
SMM,High-Street,Mochi Shoes,West Zone,West,Sangli,Maharashtra,16-04-2024 20:06,16-04-2024,4,A. APR,Q1(AMJ),Q1,FY24-25,Nice shoes,5,POSITIVE,Product Assortment
MGV,Mall,Walkway Shoes,South Zone,South,Mangalore,Karnataka,16-04-2024 21:50,16-04-2024,4,A. APR,Q1(AMJ),Q1,FY24-25,Good place to purchase footware.,5,POSITIVE,In-Store Experience
JBL,Mall,Metro Shoes,West Zone,West,Jabalpur,Madhya Pradesh,16-04-2024 22:34,16-04-2024,4,A. APR,Q1(AMJ),Q1,FY24-25,"Rating: 1 Star

My family and I have been loyal customers of Metro Shoes for many years, appreciating the quality products and service. However, our recent experience has been deeply disappointing. During a visit on 16th April, 2024, the store manager, Firoz khan, displayed a shocking level of disrespect towards my father.

This behavior is unacceptable, especially from a manager representing a brand like Metro Shoes. We, along with two other families who are regular clients, have decided to stop shopping at Metro Shoes until Mr. Firoz apologizes.

I would like to highlight the significant amount of money we have spent at your store over the years(I highly recommend that you check our purchase records). Our records demonstrate substantial contributions to your business, and it is disheartening to receive such disrespectful treatment in return.

It's hurtful to see how a brand we've supported for so long can allow such behavior towards loyal customers. We hope the owner takes notice of our long-standing patronage and addresses this issue promptly.",1,NEGATIVE,Product Quality
HYD,High-Street,Metro Shoes,South Zone,South,Hyderabad,Telangana,17-04-2024 01:22,17-04-2024,4,A. APR,Q1(AMJ),Q1,FY24-25,Good,3,NEUTRAL,In-Store Experience
BVS,Mall,Metro Shoes,South Zone,South,Bangaluru,Karnataka,17-04-2024 02:49,17-04-2024,4,A. APR,Q1(AMJ),Q1,FY24-25,"My DaVinchi pump heels from Metro, which cost me 5K, proved to be a huge disappointment. After just 5 minutes of wear, severe shoe bite set in. Despite assurances of a free replacement, my visit to the store only prolonged the ordeal with a request for a quality check. The lack of prompt assistance left me frustrated and dissatisfied. Now, I'm stuck waiting for updates from the store, further adding to the disappointment. This whole experience has tarnished my impression of both the product and Metro's customer service. I'm left hoping for a resolution after the quality check, but it's disappointing to go through such lengths for a product that should meet basic quality standards.",1,NEGATIVE,Product Quality
HYD,High-Street,Metro Shoes,South Zone,South,Hyderabad,Telangana,17-04-2024 02:56,17-04-2024,4,A. APR,Q1(AMJ),Q1,FY24-25,"Got shoes from here , even though there were no discounts , the shop & quality of shoes was good here , but the reason to give 3 stars is due to  staff, there were so many staff people but we can talk to only 1 person to bring shoes , in my case he brought me shoes & went somewhere else to serve other customers & i have to wait for him 15 mins  to come here & bring me shoes varities, 3 times i made them to brought shoes varities & each time I was waiting for him to come here , which wasted my time ....",3,NEUTRAL,Product Quality
HYD,High-Street,Metro Shoes,South Zone,South,Hyderabad,Telangana,17-04-2024 10:36,17-04-2024,4,A. APR,Q1(AMJ),Q1,FY24-25,Customer service was not up to the mark,2,NEGATIVE,In-Store Experience
UDM,High-Street,Mochi Shoes,West Zone,West,Udaipur,Rajasthan,17-04-2024 11:31,17-04-2024,4,A. APR,Q1(AMJ),Q1,FY24-25,Very good fantastic shop,5,POSITIVE,In-Store Experience
GNM,High-Street,Mochi Shoes,South Zone,South,Guntur,Andhra Pradesh,17-04-2024 13:25,17-04-2024,4,A. APR,Q1(AMJ),Q1,FY24-25,Worst behaviour staff,1,NEGATIVE,In-Store Experience
GNM,High-Street,Mochi Shoes,South Zone,South,Guntur,Andhra Pradesh,17-04-2024 14:45,17-04-2024,4,A. APR,Q1(AMJ),Q1,FY24-25,Staff behaviour worst and even they don't know how to respect customers 😕,1,NEGATIVE,In-Store Experience
BCM,High-Street,Mochi Shoes,East Zone,East,Bilaspur,Chhattisgarh,17-04-2024 15:00,17-04-2024,4,A. APR,Q1(AMJ),Q1,FY24-25,"I was one of regular customers of store but one belt and one shoe of mine got damaged within a week.I complaint but instead of replacing they only repair it that also in a very poor quality.After that also some of product's quality was extremely bad.No value for money at all.
I suggest local stores are better option.",1,NEGATIVE,Product Quality
BXM,High-Street,Mochi Shoes,East Zone,East,Bhubaneshwar,Odisha,17-04-2024 18:23,17-04-2024,4,A. APR,Q1(AMJ),Q1,FY24-25,Very bad experience from the last two visits. Last time they added extra items to the bill and declined the refund the extra amount paid. People should carefully check the number of items while purchasing.,1,NEGATIVE,In-Store Experience
PCM,High-Street,Mochi Shoes,North Zone,North,Pathankot,Punjab,17-04-2024 19:00,17-04-2024,4,A. APR,Q1(AMJ),Q1,FY24-25,"Rude staff, does'nt know how to treat customers with respect.Had a very bad experience.",1,NEGATIVE,In-Store Experience
PCM,High-Street,Mochi Shoes,North Zone,North,Pathankot,Punjab,17-04-2024 19:12,17-04-2024,4,A. APR,Q1(AMJ),Q1,FY24-25,Staff is Very unhelpful.  staff is very disrespectful they dont know how to treat kids one of them scared my daughter and made her cry. Bad experiences will never go there again,1,NEGATIVE,In-Store Experience
HCQ,Mall,Crocs,South Zone,South,Hyderabad,Telangana,17-04-2024 19:56,17-04-2024,4,A. APR,Q1(AMJ),Q1,FY24-25,"Very good service by manager Naveed
Awesome str",5,POSITIVE,In-Store Experience
PGQ,High-Street,Crocs,West Zone,West,Pune,Maharashtra,17-04-2024 20:02,17-04-2024,4,A. APR,Q1(AMJ),Q1,FY24-25,Strap got broken within a year and there is no replacement strap available.  Simply buy a new crocs or check with local cobbler.  Bad experience wouldn't recommend to anyone as it's only glamorous and no value for money,1,NEGATIVE,In-Store Experience
PIM,High-Street,Mochi Shoes,North Zone,North,Panipat,Haryana,17-04-2024 20:32,17-04-2024,4,A. APR,Q1(AMJ),Q1,FY24-25,Nice staff specially mr Rahul and Suvendu Sau,5,POSITIVE,In-Store Experience
MEM,High-Street,Mochi Shoes,West Zone,West,Mumbai,Maharashtra,18-04-2024 07:55,18-04-2024,4,A. APR,Q1(AMJ),Q1,FY24-25,Purchased 3 sets of shoes in last year during Sale from a showroom in south Mumbai when 50% discount was offered . 2 sets shoes' pasting is gone after using for 7 days. Very poor quality product & generally offer 2-3 years old shoes during sale. If Management of Mochi contact me i can show the issues & request to address them,1,NEGATIVE,Product Quality
PTQ,High-Street,Crocs,North Zone,North,Patiala,Punjab,18-04-2024 11:23,18-04-2024,4,A. APR,Q1(AMJ),Q1,FY24-25,Best service.. good product,5,POSITIVE,In-Store Experience
PTQ,High-Street,Crocs,North Zone,North,Patiala,Punjab,18-04-2024 11:27,18-04-2024,4,A. APR,Q1(AMJ),Q1,FY24-25,Nice collection,5,POSITIVE,Product Assortment
KPS,Mall,Metro Shoes,West Zone,West,Mumbai,Maharashtra,18-04-2024 12:06,18-04-2024,4,A. APR,Q1(AMJ),Q1,FY24-25,Need better colletion,2,NEGATIVE,Product Quality
PTQ,High-Street,Crocs,North Zone,North,Patiala,Punjab,18-04-2024 12:12,18-04-2024,4,A. APR,Q1(AMJ),Q1,FY24-25,Good,5,POSITIVE,In-Store Experience
PTQ,High-Street,Crocs,North Zone,North,Patiala,Punjab,18-04-2024 12:13,18-04-2024,4,A. APR,Q1(AMJ),Q1,FY24-25,"Nice collection,",5,POSITIVE,Product Assortment
MRM,Mall,Mochi Shoes,South Zone,South,Mangalore,Karnataka,18-04-2024 15:40,18-04-2024,4,A. APR,Q1(AMJ),Q1,FY24-25,"Disappointing experience with the shoes. Despite a lower MRP listed on the box, the actual prices were inflated, with no price tags on the shoes to indicate the discrepancy. This pricing strategy feels unfair and misleading to customers.",1,NEGATIVE,Product Pricing
TVS,Mall,Metro Shoes,West Zone,West,Thane,Maharashtra,19-04-2024 01:58,19-04-2024,4,A. APR,Q1(AMJ),Q1,FY24-25,Bohath hi nihayat batamiz staff hai unko sahi se baat karne ka tarika Tak nahi hai na hi service Dena hai unko na hi poori malumat Deni hai . Unse kuch bhi pucho to muh chada kar baat karty Hain is acha to mochi ya koi aur brand main jakar le lain . 2000 ka chapal kharida per us repair kar k nahi Dena hai unko Paisa lekar hi repair kar dete per unko sahi muh baat Tak nahi karna hai .,1,NEGATIVE,In-Store Experience
ABQ,High-Street,Crocs,West Zone,West,Ahmedabad,Gujarat,19-04-2024 15:19,19-04-2024,4,A. APR,Q1(AMJ),Q1,FY24-25,"I had mixed experience buying crocs footwear.
I bought slippers worth 6000 for my mother but i had to get them repaired twice in 5 months.

Even though i am not happy with the company's policies and products.
But the store manager Mr Kalpesh Bhai helped me and guided well and gave a satisfactory response.

Zero Star For crocs company policies and services but 5 star For Mr Kalpesh The Store Manager.",5,POSITIVE,Customer Service
SAL,High-Street,Metro Shoes,South Zone,South,Salem,Tamil Nadu,19-04-2024 15:59,19-04-2024,4,A. APR,Q1(AMJ),Q1,FY24-25,All brands are available they have various collections,4,POSITIVE,Product Assortment
PRM,High-Street,Mochi Shoes,East Zone,East,Patna,Bihar,19-04-2024 18:43,19-04-2024,4,A. APR,Q1(AMJ),Q1,FY24-25,All staff behavior are good,5,POSITIVE,In-Store Experience
HYD,High-Street,Metro Shoes,South Zone,South,Hyderabad,Telangana,19-04-2024 18:55,19-04-2024,4,A. APR,Q1(AMJ),Q1,FY24-25,Excellent,5,POSITIVE,In-Store Experience
BFM,Mall,Mochi Shoes,South Zone,South,Bangaluru,Karnataka,19-04-2024 19:29,19-04-2024,4,A. APR,Q1(AMJ),Q1,FY24-25,"Best of the branch of #Mochi I have ever visited, friendly staff, hygeine environment and positive vibes. Got my favourite shoes collection at the best price. Worth a visit. Recomended. Thank you #Mochi for the best experience ever.",5,POSITIVE,In-Store Experience
VKM,High-Street,Mochi Shoes,North Zone,North,Varanasi,Uttar Pradesh,19-04-2024 19:54,19-04-2024,4,A. APR,Q1(AMJ),Q1,FY24-25,"These well known brands should make their staff to learn etiquettes!
There is a consistent report on poor staff behaviour, I had the same experience!",1,NEGATIVE,In-Store Experience
MTM,High-Street,Mochi Shoes,North Zone,North,Meerut,Uttar Pradesh,19-04-2024 20:37,19-04-2024,4,A. APR,Q1(AMJ),Q1,FY24-25,I used to buy from mochi alot but not anymore Staff & manager  behaviour at abulane mochi store is non-cooperative👎plz Change the manager/cashier & Thanks to Moh.Latees manager at mochi south ex Delhi for solving my problem.,1,NEGATIVE,In-Store Experience
